file,parliament_year,chamber,n_lines,n_cols
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00012/mot_1897__ak__00012_016.pdf,1897,ak,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00154/mot_1897__ak__00154_048.pdf,1897,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00036/mot_1897__fk__00036_001.pdf,1897,fk,23,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00003/mot_1897__fk__00003_018.pdf,1897,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00011/mot_1897__fk__00011_005.pdf,1897,fk,22,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00144/mot_1898__ak__00144_002.pdf,1898,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00084/mot_1898__ak__00084_003.pdf,1898,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00084/mot_1898__ak__00084_002.pdf,1898,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00004/mot_1898__fk__00004_002.pdf,1898,fk,22,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00038/mot_1898__fk__00038_001.pdf,1898,fk,22,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00010/mot_1898__fk__00010_004.pdf,1898,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00223/mot_1899__ak__00223_002.pdf,1899,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00033/mot_1899__ak__00033_002.pdf,1899,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00116/mot_1899__ak__00116_002.pdf,1899,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00029/mot_1899__fk__00029_017.pdf,1899,fk,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00018/mot_1899__fk__00018_003.pdf,1899,fk,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00035/mot_1899__fk__00035_001.pdf,1899,fk,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00152/mot_1900__ak__00152_059.pdf,1900,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00001/mot_1900__ak__00001_003.pdf,1900,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00031/mot_1900__ak__00031_005.pdf,1900,ak,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00024/mot_1900__fk__00024_001.pdf,1900,fk,29,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00021/mot_1900__fk__00021_021.pdf,1900,fk,22,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00031/mot_1900__fk__00031_006.pdf,1900,fk,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00094/mot_1901__ak__00094_025.pdf,1901,ak,9,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00044/mot_1901__ak__00044_002.pdf,1901,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00016/mot_1901__ak__00016_004.pdf,1901,ak,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00030/mot_1901__fk__00030_001.pdf,1901,fk,15,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00012/mot_1901__fk__00012_014.pdf,1901,fk,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00013/mot_1901__fk__00013_004.pdf,1901,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00012/mot_1902__ak__00012_005.pdf,1902,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00108/mot_1902__ak__00108_001.pdf,1902,ak,24,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00197/mot_1902__ak__00197_010.pdf,1902,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00012/mot_1902__fk__00012_011.pdf,1902,fk,25,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00038/mot_1902__fk__00038_001.pdf,1902,fk,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00038/mot_1902__fk__00038_005.pdf,1902,fk,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00074/mot_1903__ak__00074_003.pdf,1903,ak,24,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00197/mot_1903__ak__00197_016.pdf,1903,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00116/mot_1903__ak__00116_005.pdf,1903,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00016/mot_1903__fk__00016_001.pdf,1903,fk,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00024/mot_1903__fk__00024_012.pdf,1903,fk,10,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00001/mot_1903__fk__00001_006.pdf,1903,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00203/mot_1904__ak__00203_008.pdf,1904,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00005/mot_1904__ak__00005_007.pdf,1904,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00181/mot_1904__ak__00181_016.pdf,1904,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00004/mot_1904__fk__00004_037.pdf,1904,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00027/mot_1904__fk__00027_001.pdf,1904,fk,24,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00042/mot_1904__fk__00042_004.pdf,1904,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__ak__00248/mot_1905__ak__00248_023.pdf,1905,ak,32,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__ak__00214/mot_1905__ak__00214_011.pdf,1905,ak,6,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__ak__00153/mot_1905__ak__00153_002.pdf,1905,ak,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__fk__00015/mot_1905__fk__00015_001.pdf,1905,fk,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__fk__00020/mot_1905__fk__00020_001.pdf,1905,fk,29,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__fk__00043/mot_1905__fk__00043_002.pdf,1905,fk,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1906/mot_1906__ak__00148/mot_1906__ak__00148_048.pdf,1906,ak,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1906/mot_1906__ak__00144/mot_1906__ak__00144_003.pdf,1906,ak,7,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1906/mot_1906__ak__00057/mot_1906__ak__00057_002.pdf,1906,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1906/mot_1906__fk__00004/mot_1906__fk__00004_001.pdf,1906,fk,21,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1906/mot_1906__fk__00009/mot_1906__fk__00009_011.pdf,1906,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1906/mot_1906__fk__00001/mot_1906__fk__00001_004.pdf,1906,fk,29,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1907/mot_1907__ak__00267/mot_1907__ak__00267_003.pdf,1907,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1907/mot_1907__ak__00226/mot_1907__ak__00226_001.pdf,1907,ak,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1907/mot_1907__ak__00220/mot_1907__ak__00220_003.pdf,1907,ak,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1907/mot_1907__fk__00022/mot_1907__fk__00022_003.pdf,1907,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1907/mot_1907__fk__00072/mot_1907__fk__00072_005.pdf,1907,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1907/mot_1907__fk__00035/mot_1907__fk__00035_001.pdf,1907,fk,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1908/mot_1908__ak__00117/mot_1908__ak__00117_008.pdf,1908,ak,25,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1908/mot_1908__ak__00265/mot_1908__ak__00265_001.pdf,1908,ak,16,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1908/mot_1908__ak__00032/mot_1908__ak__00032_013.pdf,1908,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1908/mot_1908__fk__00052/mot_1908__fk__00052_003.pdf,1908,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1908/mot_1908__fk__00052/mot_1908__fk__00052_007.pdf,1908,fk,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1908/mot_1908__fk__00059/mot_1908__fk__00059_029.pdf,1908,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1909/mot_1909__ak__00081/mot_1909__ak__00081_008.pdf,1909,ak,48,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1909/mot_1909__ak__00103/mot_1909__ak__00103_001.pdf,1909,ak,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1909/mot_1909__ak__00157/mot_1909__ak__00157_001.pdf,1909,ak,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1909/mot_1909__fk__00009/mot_1909__fk__00009_008.pdf,1909,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1909/mot_1909__fk__00068/mot_1909__fk__00068_001.pdf,1909,fk,23,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1909/mot_1909__fk__00047/mot_1909__fk__00047_011.pdf,1909,fk,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1910/mot_1910__ak__00273/mot_1910__ak__00273_001.pdf,1910,ak,29,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1910/mot_1910__ak__00265/mot_1910__ak__00265_002.pdf,1910,ak,31,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1910/mot_1910__ak__00248/mot_1910__ak__00248_010.pdf,1910,ak,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1910/mot_1910__fk__00077/mot_1910__fk__00077_015.pdf,1910,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1910/mot_1910__fk__00066/mot_1910__fk__00066_001.pdf,1910,fk,25,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1910/mot_1910__fk__00060/mot_1910__fk__00060_005.pdf,1910,fk,47,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1911/mot_1911__ak__00146/mot_1911__ak__00146_001.pdf,1911,ak,31,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1911/mot_1911__ak__00259/mot_1911__ak__00259_006.pdf,1911,ak,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1911/mot_1911__ak__00137/mot_1911__ak__00137_002.pdf,1911,ak,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1911/mot_1911__fk__00032/mot_1911__fk__00032_001.pdf,1911,fk,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1911/mot_1911__fk__00014/mot_1911__fk__00014_007.pdf,1911,fk,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1911/mot_1911__fk__00042/mot_1911__fk__00042_001.pdf,1911,fk,32,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1912/mot_1912__ak__00186/mot_1912__ak__00186_002.pdf,1912,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1912/mot_1912__ak__00278/mot_1912__ak__00278_001.pdf,1912,ak,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1912/mot_1912__ak__00327/mot_1912__ak__00327_002.pdf,1912,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1912/mot_1912__fk__00033/mot_1912__fk__00033_002.pdf,1912,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1912/mot_1912__fk__00094/mot_1912__fk__00094_023.pdf,1912,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1912/mot_1912__fk__00026/mot_1912__fk__00026_001.pdf,1912,fk,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1913/mot_1913__ak__00004/mot_1913__ak__00004_006.pdf,1913,ak,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1913/mot_1913__ak__00239/mot_1913__ak__00239_003.pdf,1913,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1913/mot_1913__ak__00358/mot_1913__ak__00358_004.pdf,1913,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1913/mot_1913__fk__00093/mot_1913__fk__00093_063.pdf,1913,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1913/mot_1913__fk__00123/mot_1913__fk__00123_012.pdf,1913,fk,33,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1913/mot_1913__fk__00124/mot_1913__fk__00124_002.pdf,1913,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1914/mot_1914_b_ak__00261/mot_1914_b_ak__00261_004.pdf,1914,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1914/mot_1914_b_ak__00118/mot_1914_b_ak__00118_025.pdf,1914,ak,32,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1914/mot_1914_b_ak__00252/mot_1914_b_ak__00252_004.pdf,1914,ak,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1914/mot_1914_a_fk__00057/mot_1914_a_fk__00057_002.pdf,1914,fk,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1914/mot_1914_b_fk__00003/mot_1914_b_fk__00003_002.pdf,1914,fk,6,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1914/mot_1914_b_fk__00017/mot_1914_b_fk__00017_002.pdf,1914,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1915/mot_1915__ak__00142/mot_1915__ak__00142_007.pdf,1915,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1915/mot_1915__ak__00191/mot_1915__ak__00191_004.pdf,1915,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1915/mot_1915__ak__00104/mot_1915__ak__00104_029.pdf,1915,ak,29,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1915/mot_1915__fk__00050/mot_1915__fk__00050_001.pdf,1915,fk,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1915/mot_1915__fk__00083/mot_1915__fk__00083_002.pdf,1915,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1915/mot_1915__fk__00006/mot_1915__fk__00006_015.pdf,1915,fk,14,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1916/mot_1916__ak__00285/mot_1916__ak__00285_001.pdf,1916,ak,29,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1916/mot_1916__ak__00052/mot_1916__ak__00052_003.pdf,1916,ak,7,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1916/mot_1916__ak__00068/mot_1916__ak__00068_003.pdf,1916,ak,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1916/mot_1916__fk__00061/mot_1916__fk__00061_030.pdf,1916,fk,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1916/mot_1916__fk__00118/mot_1916__fk__00118_008.pdf,1916,fk,31,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1916/mot_1916__fk__00042/mot_1916__fk__00042_001.pdf,1916,fk,28,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1917/mot_1917__ak__00322/mot_1917__ak__00322_001.pdf,1917,ak,31,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1917/mot_1917__ak__00423/mot_1917__ak__00423_002.pdf,1917,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1917/mot_1917__ak__00339/mot_1917__ak__00339_019.pdf,1917,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1917/mot_1917__fk__00079/mot_1917__fk__00079_060.pdf,1917,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1917/mot_1917__fk__00072/mot_1917__fk__00072_012.pdf,1917,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1917/mot_1917__fk__00129/mot_1917__fk__00129_014.pdf,1917,fk,15,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1918/mot_1918_urtima_ak__00014/mot_1918_urtima_ak__00014_002.pdf,1918,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1918/mot_1918__ak__00368/mot_1918__ak__00368_012.pdf,1918,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1918/mot_1918__ak__00425/mot_1918__ak__00425_001.pdf,1918,ak,31,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1918/mot_1918_urtima_fk__00023/mot_1918_urtima_fk__00023_003.pdf,1918,fk,16,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1918/mot_1918__fk__00057/mot_1918__fk__00057_001.pdf,1918,fk,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1918/mot_1918__fk__00178/mot_1918__fk__00178_001.pdf,1918,fk,28,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1919/mot_1919__ak__00101/mot_1919__ak__00101_005.pdf,1919,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1919/mot_1919__ak__00107/mot_1919__ak__00107_001.pdf,1919,ak,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1919/mot_1919__ak__00055/mot_1919__ak__00055_001.pdf,1919,ak,28,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1919/mot_1919__fk__00172/mot_1919__fk__00172_003.pdf,1919,fk,17,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1919/mot_1919__fk__00100/mot_1919__fk__00100_002.pdf,1919,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1919/mot_1919__fk__00064/mot_1919__fk__00064_006.pdf,1919,fk,21,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1920/mot_1920__ak__00259/mot_1920__ak__00259_009.pdf,1920,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1920/mot_1920__ak__00184/mot_1920__ak__00184_005.pdf,1920,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1920/mot_1920__ak__00383/mot_1920__ak__00383_004.pdf,1920,ak,32,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1920/mot_1920__fk__00180/mot_1920__fk__00180_002.pdf,1920,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1920/mot_1920__fk__00135/mot_1920__fk__00135_015.pdf,1920,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1920/mot_1920__fk__00113/mot_1920__fk__00113_002.pdf,1920,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1921/mot_1921__ak__00094/mot_1921__ak__00094_004.pdf,1921,ak,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1921/mot_1921__ak__00089/mot_1921__ak__00089_003.pdf,1921,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1921/mot_1921__ak__00088/mot_1921__ak__00088_001.pdf,1921,ak,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1921/mot_1921__fk__00037/mot_1921__fk__00037_006.pdf,1921,fk,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1921/mot_1921__fk__00139/mot_1921__fk__00139_001.pdf,1921,fk,28,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1921/mot_1921__fk__00188/mot_1921__fk__00188_003.pdf,1921,fk,33,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1922/mot_1922__ak__00104/mot_1922__ak__00104_016.pdf,1922,ak,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1922/mot_1922__ak__00262/mot_1922__ak__00262_001.pdf,1922,ak,11,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1922/mot_1922__ak__00041/mot_1922__ak__00041_001.pdf,1922,ak,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1922/mot_1922__fk__00073/mot_1922__fk__00073_006.pdf,1922,fk,9,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1922/mot_1922__fk__00173/mot_1922__fk__00173_040.pdf,1922,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1922/mot_1922__fk__00106/mot_1922__fk__00106_002.pdf,1922,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1923/mot_1923__ak__00251/mot_1923__ak__00251_004.pdf,1923,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1923/mot_1923__ak__00114/mot_1923__ak__00114_011.pdf,1923,ak,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1923/mot_1923__ak__00252/mot_1923__ak__00252_002.pdf,1923,ak,24,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1923/mot_1923__fk__00112/mot_1923__fk__00112_006.pdf,1923,fk,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1923/mot_1923__fk__00198/mot_1923__fk__00198_012.pdf,1923,fk,33,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1923/mot_1923__fk__00198/mot_1923__fk__00198_004.pdf,1923,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1924/mot_1924__ak__00238/mot_1924__ak__00238_001.pdf,1924,ak,13,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1924/mot_1924__ak__00384/mot_1924__ak__00384_002.pdf,1924,ak,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1924/mot_1924__ak__00392/mot_1924__ak__00392_003.pdf,1924,ak,44,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1924/mot_1924__fk__00277/mot_1924__fk__00277_003.pdf,1924,fk,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1924/mot_1924__fk__00158/mot_1924__fk__00158_003.pdf,1924,fk,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1924/mot_1924__fk__00230/mot_1924__fk__00230_032.pdf,1924,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1925/mot_1925__ak__00323/mot_1925__ak__00323_003.pdf,1925,ak,17,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1925/mot_1925__ak__00071/mot_1925__ak__00071_002.pdf,1925,ak,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1925/mot_1925__ak__00377/mot_1925__ak__00377_004.pdf,1925,ak,7,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1925/mot_1925__fk__00194/mot_1925__fk__00194_002.pdf,1925,fk,10,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1925/mot_1925__fk__00265/mot_1925__fk__00265_016.pdf,1925,fk,46,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1925/mot_1925__fk__00278/mot_1925__fk__00278_007.pdf,1925,fk,44,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1926/mot_1926__ak__00383/mot_1926__ak__00383_001.pdf,1926,ak,33,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1926/mot_1926__ak__00049/mot_1926__ak__00049_004.pdf,1926,ak,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1926/mot_1926__ak__00236/mot_1926__ak__00236_005.pdf,1926,ak,19,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1926/mot_1926__fk__00291/mot_1926__fk__00291_005.pdf,1926,fk,17,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1926/mot_1926__fk__00189/mot_1926__fk__00189_003.pdf,1926,fk,44,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1926/mot_1926__fk__00251/mot_1926__fk__00251_029.pdf,1926,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1927/mot_1927__ak__00260/mot_1927__ak__00260_001.pdf,1927,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1927/mot_1927__ak__00243/mot_1927__ak__00243_003.pdf,1927,ak,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1927/mot_1927__ak__00099/mot_1927__ak__00099_004.pdf,1927,ak,43,1
