file,parliament_year,chamber,n_lines,n_cols
https://pdf.swedeb.se/riksdagen-motions-pdf/1927/mot_1927__fk__00299/mot_1927__fk__00299_002.pdf,1927,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1927/mot_1927__fk__00139/mot_1927__fk__00139_003.pdf,1927,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1927/mot_1927__fk__00251/mot_1927__fk__00251_002.pdf,1927,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1928/mot_1928__ak__00301/mot_1928__ak__00301_005.pdf,1928,ak,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1928/mot_1928__ak__00434/mot_1928__ak__00434_004.pdf,1928,ak,47,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1928/mot_1928__ak__00129/mot_1928__ak__00129_004.pdf,1928,ak,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1928/mot_1928__fk__00240/mot_1928__fk__00240_002.pdf,1928,fk,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1928/mot_1928__fk__00117/mot_1928__fk__00117_003.pdf,1928,fk,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1928/mot_1928__fk__00246/mot_1928__fk__00246_001.pdf,1928,fk,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1929/mot_1929__ak__00187/mot_1929__ak__00187_006.pdf,1929,ak,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1929/mot_1929__ak__00329/mot_1929__ak__00329_002.pdf,1929,ak,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1929/mot_1929__ak__00097/mot_1929__ak__00097_002.pdf,1929,ak,15,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1929/mot_1929__fk__00001/mot_1929__fk__00001_027.pdf,1929,fk,53,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1929/mot_1929__fk__00060/mot_1929__fk__00060_002.pdf,1929,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1929/mot_1929__fk__00142/mot_1929__fk__00142_005.pdf,1929,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1930/mot_1930__ak__00439/mot_1930__ak__00439_002.pdf,1930,ak,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1930/mot_1930__ak__00370/mot_1930__ak__00370_021.pdf,1930,ak,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1930/mot_1930__ak__00046/mot_1930__ak__00046_001.pdf,1930,ak,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1930/mot_1930__fk__00198/mot_1930__fk__00198_002.pdf,1930,fk,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1930/mot_1930__fk__00121/mot_1930__fk__00121_001.pdf,1930,fk,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1930/mot_1930__fk__00006/mot_1930__fk__00006_002.pdf,1930,fk,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1931/mot_1931__ak__00157/mot_1931__ak__00157_010.pdf,1931,ak,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1931/mot_1931__ak__00029/mot_1931__ak__00029_043.pdf,1931,ak,44,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1931/mot_1931__ak__00287/mot_1931__ak__00287_003.pdf,1931,ak,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1931/mot_1931__fk__00184/mot_1931__fk__00184_003.pdf,1931,fk,9,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1931/mot_1931__fk__00100/mot_1931__fk__00100_005.pdf,1931,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1931/mot_1931__fk__00020/mot_1931__fk__00020_001.pdf,1931,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1932/mot_1932__ak__00390/mot_1932__ak__00390_001.pdf,1932,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1932/mot_1932__ak__fört/mot_1932__ak__fört_019.pdf,1932,ak,53,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1932/mot_1932__ak__00034/mot_1932__ak__00034_001.pdf,1932,ak,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1932/mot_1932__fk__00165/mot_1932__fk__00165_014.pdf,1932,fk,29,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1932/mot_1932__fk__00048/mot_1932__fk__00048_002.pdf,1932,fk,14,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1932/mot_1932__fk__00109/mot_1932__fk__00109_064.pdf,1932,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1933/mot_1933__ak__00465/mot_1933__ak__00465_001.pdf,1933,ak,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1933/mot_1933__ak__00400/mot_1933__ak__00400_001.pdf,1933,ak,9,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1933/mot_1933__ak__00410/mot_1933__ak__00410_001.pdf,1933,ak,7,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1933/mot_1933__fk__00306/mot_1933__fk__00306_005.pdf,1933,fk,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1933/mot_1933__fk__00109/mot_1933__fk__00109_001.pdf,1933,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1933/mot_1933__fk__00187/mot_1933__fk__00187_008.pdf,1933,fk,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1934/mot_1934__ak__00092/mot_1934__ak__00092_001.pdf,1934,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1934/mot_1934__ak__00378/mot_1934__ak__00378_003.pdf,1934,ak,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1934/mot_1934__ak__00337/mot_1934__ak__00337_001.pdf,1934,ak,21,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1934/mot_1934__fk__00249/mot_1934__fk__00249_002.pdf,1934,fk,15,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1934/mot_1934__fk__00114/mot_1934__fk__00114_004.pdf,1934,fk,11,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1934/mot_1934__fk__00009/mot_1934__fk__00009_001.pdf,1934,fk,14,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1935/mot_1935__ak__00090/mot_1935__ak__00090_002.pdf,1935,ak,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1935/mot_1935__ak__00601/mot_1935__ak__00601_003.pdf,1935,ak,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1935/mot_1935__ak__00569/mot_1935__ak__00569_001.pdf,1935,ak,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1935/mot_1935__fk__00262/mot_1935__fk__00262_002.pdf,1935,fk,4,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1935/mot_1935__fk__00031/mot_1935__fk__00031_003.pdf,1935,fk,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1935/mot_1935__fk__00187/mot_1935__fk__00187_002.pdf,1935,fk,23,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1936/mot_1936__ak__00756/mot_1936__ak__00756_204.pdf,1936,ak,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1936/mot_1936__ak__00339/mot_1936__ak__00339_001.pdf,1936,ak,31,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1936/mot_1936__ak__00750/mot_1936__ak__00750_005.pdf,1936,ak,6,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1936/mot_1936__fk__00230/mot_1936__fk__00230_013.pdf,1936,fk,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1936/mot_1936__fk__00321/mot_1936__fk__00321_001.pdf,1936,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1936/mot_1936__fk__00138/mot_1936__fk__00138_002.pdf,1936,fk,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1937/mot_1937__ak__00401/mot_1937__ak__00401_002.pdf,1937,ak,21,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1937/mot_1937__ak__00013/mot_1937__ak__00013_002.pdf,1937,ak,23,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1937/mot_1937__ak__00383/mot_1937__ak__00383_001.pdf,1937,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1937/mot_1937__fk__00040/mot_1937__fk__00040_002.pdf,1937,fk,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1937/mot_1937__fk__00038/mot_1937__fk__00038_003.pdf,1937,fk,17,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1937/mot_1937__fk__fört/mot_1937__fk__fört_018.pdf,1937,fk,43,2
https://pdf.swedeb.se/riksdagen-motions-pdf/1938/mot_1938__ak__00093/mot_1938__ak__00093_001.pdf,1938,ak,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1938/mot_1938__ak__00136/mot_1938__ak__00136_002.pdf,1938,ak,23,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1938/mot_1938__ak__00441/mot_1938__ak__00441_003.pdf,1938,ak,21,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1938/mot_1938__fk__00064/mot_1938__fk__00064_002.pdf,1938,fk,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1938/mot_1938__fk__00234/mot_1938__fk__00234_004.pdf,1938,fk,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1938/mot_1938__fk__00278/mot_1938__fk__00278_002.pdf,1938,fk,46,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1939/mot_1939__ak__00421/mot_1939__ak__00421_001.pdf,1939,ak,7,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1939/mot_1939_urtima_ak__00009/mot_1939_urtima_ak__00009_004.pdf,1939,ak,23,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1939/mot_1939__ak__00370/mot_1939__ak__00370_001.pdf,1939,ak,7,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1939/mot_1939__fk__00341/mot_1939__fk__00341_026.pdf,1939,fk,48,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1939/mot_1939__fk__00304/mot_1939__fk__00304_002.pdf,1939,fk,46,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1939/mot_1939__fk__00065/mot_1939__fk__00065_003.pdf,1939,fk,17,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1940/mot_1940__ak__00166/mot_1940__ak__00166_003.pdf,1940,ak,9,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1940/mot_1940_urtima_ak__00043/mot_1940_urtima_ak__00043_001.pdf,1940,ak,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1940/mot_1940__ak__00045/mot_1940__ak__00045_002.pdf,1940,ak,8,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1940/mot_1940__fk__00115/mot_1940__fk__00115_001.pdf,1940,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1940/mot_1940__fk__00099/mot_1940__fk__00099_003.pdf,1940,fk,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1940/mot_1940__fk__00053/mot_1940__fk__00053_003.pdf,1940,fk,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1941/mot_1941__ak__00330/mot_1941__ak__00330_003.pdf,1941,ak,33,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1941/mot_1941__ak__00305/mot_1941__ak__00305_002.pdf,1941,ak,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1941/mot_1941__ak__00033/mot_1941__ak__00033_007.pdf,1941,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1941/mot_1941__fk__00132/mot_1941__fk__00132_002.pdf,1941,fk,25,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1941/mot_1941__fk__00140/mot_1941__fk__00140_003.pdf,1941,fk,6,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1941/mot_1941__fk__00143/mot_1941__fk__00143_014.pdf,1941,fk,8,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1942/mot_1942__ak__00415/mot_1942__ak__00415_001.pdf,1942,ak,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1942/mot_1942__ak__00066/mot_1942__ak__00066_003.pdf,1942,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1942/mot_1942__ak__00325/mot_1942__ak__00325_004.pdf,1942,ak,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1942/mot_1942__fk__00124/mot_1942__fk__00124_001.pdf,1942,fk,10,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1942/mot_1942__fk__00068/mot_1942__fk__00068_001.pdf,1942,fk,6,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1942/mot_1942__fk__00204/mot_1942__fk__00204_001.pdf,1942,fk,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1943/mot_1943__ak__00261/mot_1943__ak__00261_001.pdf,1943,ak,28,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1943/mot_1943__ak__00099/mot_1943__ak__00099_001.pdf,1943,ak,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1943/mot_1943__ak__00131/mot_1943__ak__00131_005.pdf,1943,ak,52,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1943/mot_1943__fk__00264/mot_1943__fk__00264_003.pdf,1943,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1943/mot_1943__fk__00033/mot_1943__fk__00033_018.pdf,1943,fk,51,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1943/mot_1943__fk__00046/mot_1943__fk__00046_002.pdf,1943,fk,14,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1944/mot_1944__ak__00525/mot_1944__ak__00525_001.pdf,1944,ak,7,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1944/mot_1944__ak__00329/mot_1944__ak__00329_001.pdf,1944,ak,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1944/mot_1944__ak__00455/mot_1944__ak__00455_004.pdf,1944,ak,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1944/mot_1944__fk__00184/mot_1944__fk__00184_001.pdf,1944,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1944/mot_1944__fk__00166/mot_1944__fk__00166_001.pdf,1944,fk,28,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1944/mot_1944__fk__00273/mot_1944__fk__00273_001.pdf,1944,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1945/mot_1945__ak__00405/mot_1945__ak__00405_001.pdf,1945,ak,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1945/mot_1945_höst_ak__00638/mot_1945_höst_ak__00638_002.pdf,1945,ak,17,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1945/mot_1945_höst_ak__00650/mot_1945_höst_ak__00650_002.pdf,1945,ak,46,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1945/mot_1945__fk__00215/mot_1945__fk__00215_002.pdf,1945,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1945/mot_1945__fk__00150/mot_1945__fk__00150_003.pdf,1945,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1945/mot_1945_höst_fk__00419/mot_1945_höst_fk__00419_001.pdf,1945,fk,18,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1946/mot_1946__ak__00510/mot_1946__ak__00510_001.pdf,1946,ak,10,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1946/mot_1946__ak__00262/mot_1946__ak__00262_001.pdf,1946,ak,5,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1946/mot_1946_höst_ak__00599/mot_1946_höst_ak__00599_001.pdf,1946,ak,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1946/mot_1946__fk__00145/mot_1946__fk__00145_003.pdf,1946,fk,19,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1946/mot_1946__fk__00140/mot_1946__fk__00140_002.pdf,1946,fk,14,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1946/mot_1946__fk__00306/mot_1946__fk__00306_012.pdf,1946,fk,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1947/mot_1947__ak__00165/mot_1947__ak__00165_001.pdf,1947,ak,8,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1947/mot_1947__ak__00507/mot_1947__ak__00507_002.pdf,1947,ak,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1947/mot_1947__ak__00497/mot_1947__ak__00497_001.pdf,1947,ak,33,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1947/mot_1947__fk__00159/mot_1947__fk__00159_001.pdf,1947,fk,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1947/mot_1947__fk__00251/mot_1947__fk__00251_008.pdf,1947,fk,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1947/mot_1947__fk__00057/mot_1947__fk__00057_005.pdf,1947,fk,28,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1948/mot_1948__ak__00353/mot_1948__ak__00353_002.pdf,1948,ak,22,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1948/mot_1948__ak__00316/mot_1948__ak__00316_003.pdf,1948,ak,14,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1948/mot_1948__ak__00344/mot_1948__ak__00344_002.pdf,1948,ak,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1948/mot_1948__fk__00342/mot_1948__fk__00342_003.pdf,1948,fk,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1948/mot_1948__fk__00186/mot_1948__fk__00186_001.pdf,1948,fk,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1948/mot_1948__fk__00043/mot_1948__fk__00043_002.pdf,1948,fk,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1949/mot_1949__ak__00174/mot_1949__ak__00174_001.pdf,1949,ak,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1949/mot_1949__ak__00140/mot_1949__ak__00140_001.pdf,1949,ak,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1949/mot_1949__ak__00072/mot_1949__ak__00072_002.pdf,1949,ak,6,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1949/mot_1949__fk__00019/mot_1949__fk__00019_005.pdf,1949,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1949/mot_1949__fk__00255/mot_1949__fk__00255_002.pdf,1949,fk,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1949/mot_1949__fk__00109/mot_1949__fk__00109_003.pdf,1949,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1950/mot_1950__ak__00356/mot_1950__ak__00356_002.pdf,1950,ak,21,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1950/mot_1950__ak__00247/mot_1950__ak__00247_001.pdf,1950,ak,13,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1950/mot_1950__ak__00467/mot_1950__ak__00467_003.pdf,1950,ak,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1950/mot_1950__fk__00107/mot_1950__fk__00107_001.pdf,1950,fk,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1950/mot_1950__fk__00075/mot_1950__fk__00075_001.pdf,1950,fk,16,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1950/mot_1950__fk__00435/mot_1950__fk__00435_001.pdf,1950,fk,17,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1951/mot_1951__ak__00495/mot_1951__ak__00495_007.pdf,1951,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1951/mot_1951__ak__00323/mot_1951__ak__00323_001.pdf,1951,ak,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1951/mot_1951__ak__00592/mot_1951__ak__00592_001.pdf,1951,ak,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1951/mot_1951__fk__00456/mot_1951__fk__00456_001.pdf,1951,fk,16,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1951/mot_1951__fk__00159/mot_1951__fk__00159_002.pdf,1951,fk,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1951/mot_1951__fk__00183/mot_1951__fk__00183_001.pdf,1951,fk,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1952/mot_1952__ak__00393/mot_1952__ak__00393_001.pdf,1952,ak,13,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1952/mot_1952__ak__00326/mot_1952__ak__00326_002.pdf,1952,ak,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1952/mot_1952__ak__00476/mot_1952__ak__00476_007.pdf,1952,ak,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1952/mot_1952__fk__00223/mot_1952__fk__00223_001.pdf,1952,fk,16,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1952/mot_1952__fk__00298/mot_1952__fk__00298_002.pdf,1952,fk,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1952/mot_1952__fk__00360/mot_1952__fk__00360_001.pdf,1952,fk,17,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1953/mot_1953__ak__00472/mot_1953__ak__00472_002.pdf,1953,ak,19,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1953/mot_1953__ak__00508/mot_1953__ak__00508_011.pdf,1953,ak,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1953/mot_1953__ak__00418/mot_1953__ak__00418_001.pdf,1953,ak,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1953/mot_1953__fk__00443/mot_1953__fk__00443_018.pdf,1953,fk,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1953/mot_1953_höst_fk__00509/mot_1953_höst_fk__00509_002.pdf,1953,fk,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1953/mot_1953__fk__00061/mot_1953__fk__00061_001.pdf,1953,fk,25,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1954/mot_1954__ak__00651/mot_1954__ak__00651_001.pdf,1954,ak,32,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1954/mot_1954__ak__00165/mot_1954__ak__00165_002.pdf,1954,ak,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1954/mot_1954__ak__00174/mot_1954__ak__00174_001.pdf,1954,ak,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1954/mot_1954__fk__00097/mot_1954__fk__00097_001.pdf,1954,fk,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1954/mot_1954__fk__00254/mot_1954__fk__00254_002.pdf,1954,fk,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1954/mot_1954__fk__00163/mot_1954__fk__00163_001.pdf,1954,fk,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1955/mot_1955__ak__00603/mot_1955__ak__00603_003.pdf,1955,ak,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1955/mot_1955__ak__00009/mot_1955__ak__00009_003.pdf,1955,ak,16,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1955/mot_1955__ak__00033/mot_1955__ak__00033_002.pdf,1955,ak,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1955/mot_1955_höst_fk__00547/mot_1955_höst_fk__00547_001.pdf,1955,fk,15,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1955/mot_1955__fk__00475/mot_1955__fk__00475_001.pdf,1955,fk,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1955/mot_1955__fk__00090/mot_1955__fk__00090_001.pdf,1955,fk,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1956/mot_1956_höst_ak__00802/mot_1956_höst_ak__00802_001.pdf,1956,ak,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1956/mot_1956__ak__00224/mot_1956__ak__00224_009.pdf,1956,ak,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1956/mot_1956__ak__00719/mot_1956__ak__00719_002.pdf,1956,ak,19,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1956/mot_1956__fk__00262/mot_1956__fk__00262_001.pdf,1956,fk,17,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1956/mot_1956__fk__00554/mot_1956__fk__00554_001.pdf,1956,fk,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1956/mot_1956__fk__00433/mot_1956__fk__00433_002.pdf,1956,fk,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1957/mot_1957__ak__00086/mot_1957__ak__00086_003.pdf,1957,ak,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1957/mot_1957__ak__00262/mot_1957__ak__00262_001.pdf,1957,ak,22,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1957/mot_1957__ak__00456/mot_1957__ak__00456_006.pdf,1957,ak,24,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1957/mot_1957__fk__00445/mot_1957__fk__00445_003.pdf,1957,fk,13,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1957/mot_1957__fk__00244/mot_1957__fk__00244_002.pdf,1957,fk,10,1
